,Conference,Publication Date,Publication Count
382,NIPS 2018 - Thirty-second Conference on Neural Information Processing Systems,2018,4
383,NecSys 2018 - 7th IFAC Workshop on Distributed Estimation and Control in Networked Systems,2018,4
384,NeurIPS '20 - 34th International Conference on Neural Information Processing Systems,2020,4
385,NeurIPS 2018 - Thirty-second Conference on Neural Information Processing Systems,2018,4
386,ORASIS 2021 - 18èmes journées francophones des jeunes chercheurs en vision par ordinateur,2021,4
387,"PDP 2019 - 27th Euromicro International Conference on Parallel, Distributed and Network-Based Processing",2019,4
388,PPDP 2019 - 21st International Symposium on Principles and Practice of Programming Languages,2019,4
389,Proc. 17th European Control Conference (ECC),2018,4
390,Proc. 60th IEEE Conference on Decision and Control (CDC),2021,4
391,RESSI 2018 - Rendez-Vous de la Recherche et de l'Enseignement de la Sécurité des Systèmes d'Information,2018,4
392,SBAC-PAD 2019 - International Symposium on Computer Architecture and High Performance Computing,2019,4
393,SBAC-PAD 2020 - IEEE 32nd International Symposium on Computer Architecture and High Performance Computing,2020,4
394,"SC-W 2023 - Workshops of The International Conference on High Performance Computing, Network, Storage, and Analysis",2023,4
395,SLSP 2018 - 6th International Conference on Statistical Language and Speech Processing,2018,4
396,SPARS 2019 - Signal Processing with Adaptive Sparse Structured Representations,2019,4
397,SPAWC 2019 - 20th IEEE International Workshop on Signal Processing Advances in Wireless Communications,2019,4
398,"Summer School on Clustering, Data Analysis and Visualization of Complex Data",2018,4
399,TACAS 2019 - 25th International Conference on Tools and Algorithms for the Construction and Analysis of Systems,2019,4
400,TYPES 2023 - 29th International Conference on Types for Proofs and Programs,2023,4
401,VR 2020 - 27th IEEE Conference on Virtual Reality and 3D User Interfaces,2020,4
402,VeRoLog 2019 - Workshop of the EURO Working Group on Vehicle Routing and Logistics optimization,2019,4
403,WCNC 2023 - IEEE Wireless Communications and Networking Conference,2023,4
404,11th European Conference on Mathematical and Theoretical Biology (ECMTB 2018),2018,3
405,16ème Congrès Francophone de Techniques Laser pour la mécanique des fluides,2018,3
406,2018 USENIX Annual Technical Conference,2018,3
407,2018 Winter Simulation Conference,2018,3
408,2022 - 6èmes journées des Démonstrateurs en Automatique,2022,3
409,2023 American Control Conference (ACC),2023,3
410,2023 European Control Conference (ECC 2023),2023,3
411,2023 IEEE International Conference on Big Data and Smart Computing (BigComp),2023,3
412,2023 IEEE International Conference on Robotics and Automation (ICRA),2023,3
413,21st IFAC World Congress,2020,3
414,22nd IFAC World Congress,2023,3
415,22nd World Congress of the International Federation of Automatic Control,2023,3
416,35th Conference on Neural Information Processing Systems (NeurIPS 2021),2021,3
417,3DV 2021 - International Conference on 3D Vision,2021,3
418,3DV 2022 - International Conference on 3D Vision,2022,3
419,56th IEEE Conference on Decision and Control (CDC 2017),2018,3
420,58th IEEE Conference on Decision and Control,2019,3
421,6th European Conference on Computational Mechanics (ECCM 6)/7th European Conference on Computational Fluid Dynamics (ECFD 7),2018,3
422,AAAI 2020 - Thirty-Fourth AAAI Conference on Artificial Intelligence,2020,3
423,AAAI 2021 - 35th AAAI Conference on Artificial Intelligence,2021,3
424,AAAI 2021 - 35th Conference on Artificial Intelligence,2021,3
425,AAAI Conference on Artificial Intelligence,2018,1
426,AAAI Conference on Artificial Intelligence,2021,1
427,AAAI Conference on Artificial Intelligence,2022,1
428,AAMAS 2019 - 18th International Conference on Autonomous Agents and MultiAgent Systems,2019,3
429,AAMAS 2021 - 20th International Conference on Autonomous Agents and Multiagent Systems,2021,3
430,ACC 2019 - American Control Conference,2019,3
431,ACL 2019 - 57th Annual Meeting of the Association for Computational Linguistics,2019,3
432,ACNS 2018 - 16th International Conference on Applied Cryptography and Network Security,2018,3
433,AHFE 2021 - 12th International Conference on Applied Human Factors and Ergonomics,2021,3
434,AISTATS,2018,1
435,AISTATS,2019,1
436,AISTATS,2023,1
437,AISTATS 2018 - 21st International Conference on Artificial Intelligence and Statistics,2018,3
438,"ARES 2023 - 18th International Conference on Availability, Reliability and Security",2023,3
439,ASIACRYPT 2023 - 29th International Conference on the Theory and Application of Cryptology and Information Security,2023,3
440,ASRU 2021 - IEEE Automatic Speech Recognition and Understanding Workshop,2021,3
441,Advances in Cryptology – CRYPTO 2018,2018,3
442,Agents on the Web,2023,3
443,"BDA 2019 - 35ème Conférence sur la Gestion de Données - Principes, Technologies et Applications",2019,3
444,"BDA 2023 - 39e Conférence sur la Gestion de Données – Principes, Technologies et Applications",2023,3
445,BIOMATH 2019 - International Conference on Mathematical Methods and Models in Biosciences,2019,3
446,BMVC 2021 - The British Machine Vision Conference,2021,3
447,Building Immune digital twins,2023,3
448,CARI 2022 - Colloque Africain sur la Recherche en Informatique et en Mathématiques Appliquées,2022,3
449,CCNC 2019 - IEEE Consumer Communications & Networking Conference,2019,3
450,CCNC 2020 - IEEE Consumer Communications & Networking Conference,2020,3
451,CCS '22: 2022 ACM SIGSAC Conference on Computer and Communications Security,2022,3
452,CCS 2020 - Conference on Complex Systems,2020,3
453,CCS 2022 - ACM SIGSAC Conference on Computer and Communications Security,2022,3
454,CCTA 2018 - 2nd IEEE Conference on Control Technology and Applications,2018,3
455,CFA 2022 - 16ème Congrès Français d'Acoustique,2022,3
456,CFC 2023 - 22nd Computational Fluids Conference,2023,3
457,CHI '20 - CHI Conference on Human Factors in Computing Systems,2020,3
458,CHI 2021 - ACM Conference on Human Factors in Computing Systems,2021,3
459,CHI 2021 - Conference on Human Factors in Computing Systems,2021,3
460,CMPD5 - Computational and Mathematical Population Dynamics,2019,3
461,CMSB 2019 - 17th International Conference on Computational Methods in Systems Biology,2019,3
462,CMSB 2021 - 19th International Conference on Computational Methods in Systems Biology,2021,3
463,CMStatistics 2018 - 11th International Conference of the ERCIM WG on Computational and Methodological Statistics,2018,3
464,CMStatistics 2019 - 12th International Conference of the ERCIM WG on Computational and Methodological Statistics,2019,3
465,COLT 2019 - Conference on Learning Theory,2019,3
466,CONCUR 2020 - 31st International Conference on Concurrency Theory,2020,3
467,"CORES 2020 – 5ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2020,3
468,CRYPTO 2019 - 39th Annual International Cryptology Conference,2019,3
469,CRYPTO 2023 - 43rd International Cryptology Conference,2023,3
470,CSL 2022 - 30th EACSL Annual Conference on Computer Science Logic,2022,3
471,CSMA 2022 - 15ème colloque national en calcul des structures,2022,3
472,CVPR 2018 - IEEE Computer Vision and Pattern Recognition Conference,2018,3
473,CVPR 2021 - Conference on Computer Vision and Pattern Recognition,2021,3
474,CVPR 2021 - IEEE/CVF Conference on Computer Vision and Pattern Recognition,2021,3
475,CableCon 2021 - 5th International Conference on Cable-Driven Parallel Robots,2021,3
476,CloudCom 2019 - 11th IEEE International Conference on Cloud Computing Technology and Science,2019,3
477,CloudCom 2020 - 12th IEEE International Conference on Cloud Computing Technology and Science,2020,3
478,CloudNet 2019 - 8th IEEE International Conference on Cloud Networking,2019,3
479,CoLLAs 2022 - Conference on Lifelong Learning Agents,2022,3
480,CoRL 2022 - Conference on Robot Learning,2022,3
481,"CoRes 2019 - Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2019,3
482,CogSci 2020 - 42nd Annual Virtual Meeting of the Cognitive Science Society,2020,3
483,"Compas 2018 - Conférence d’informatique en Parallélisme, Architecture et Système",2018,3
484,Complex Days,2023,2
485,Complex Days,2019,1
486,Complex Days 2023,2023,3
487,Computing in Cardiology,2018,3
488,Conference on Learning Theory,2018,1
489,Conference on Learning Theory,2019,1
490,Conference on Learning Theory,2020,1
491,Contribution du spatial face aux enjeux de l'eau - SHF/CNES,2021,2
492,Contribution du spatial face aux enjeux de l'eau - SHF/CNES,2020,1
493,"Céramiques imprimées de Méditerranée occidentale. Matières premières, productions, usages",2019,3
494,"DATE 2020 - Design, Automation and Test in Europe Conference",2020,3
495,DCC 2019 - Data Compression Conference,2019,3
496,Dagstuhl Seminar 18021 Symmetric Cryptography,2018,3
497,"Digital Heritage 2018 - 3rd International Congress & Expo, IEEE",2018,3
498,ECC 2018 - European Control Conference,2018,3
499,ECC 2020 - European Control Conference,2020,3
500,ECCV 2018 - 15th European Conference on Computer Vision,2018,3
501,ECCV 2022 - European Conference on Computer Vision,2022,3
502,ECML PKDD 2020 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2020,2
503,ECML PKDD 2020 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2021,1
504,ECML PKDD 2022 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2022,2
505,ECML PKDD 2022 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2023,1
506,ECML-PKDD 2018 - European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,2018,3
507,EDBT 2021 - 24th International Conference on Extending Database Technology,2021,3
508,"EGC 2021 - 21ème édition de la conférence ""Extraction et Gestion des Connaissances""",2021,3
509,EGU General Assembly,2018,1
510,EGU General Assembly,2021,1
511,EGU General Assembly,2022,1
512,EGU General Assembly 2020,2020,3
513,EGU General Assembly 2022,2022,3
514,EKAW 2020 - 22nd International Conference on Knowledge Engineering and Knowledge Management,2020,3
515,ESA 2018 - 26th Annual European Symposium on Algorithms,2018,3
516,ESA 2022 - 30th Annual European Symposium on Algorithms,2022,3
517,ESOP 2019 - 28th European Symposium on Programming,2019,3
518,EcoSta 2022 - 5th International Conference on Econometrics and Statistics,2022,3
519,EuroCG 2019 - 35th European Workshop on Computational Geometry,2019,3
520,EuroCG 2020 - 36th European Workshop on Computational Geometry,2020,3
521,"EuroHaptics 2018 - 11th International Conference on Haptics: Science, Technology, and Applications",2018,3
522,EuroHaptics 2020,2020,3
523,"EuroHaptics 2022 - International Conference on Haptics: Science, Technology, Applications",2022,3
524,EuroS&P 2019 - 4th IEEE European Symposium on Security and Privacy,2019,3
525,EuroS&P 2021 - 6th IEEE European Symposium on Security and Privacy,2021,3
526,EuroVR 2019 - 16th EuroVR International Conference,2019,3
527,Eurocrypt 2018 - 37th Annual International Conference on the Theory and Applications of Cryptographic Techniques,2018,3
528,Eurocrypt 2019 - 38th Annual International Conference on the Theory and Applications of Cryptographic Techniques,2019,3
529,European Solid Mechanics Conference ESMC 2022,2022,3
530,Expressive ’18 - The Joint Symposium on Computational Aesthetics and Sketch Based Interfaces and Modeling and Non-Photorealistic Animation and Rendering,2018,3
531,FCA4AI 2021 - 9th Workshop on What can FCA do for Artificial Intelligence?,2021,3
532,FDL 2021 - Forum on specification & Design Languages,2021,3
533,FG 2020 - 15th IEEE International Conference on Automatic Face and Gesture Recognition,2020,3
534,FMICS 2018 - 23rd International Conference on Formal Methods for Industrial Critical Systems,2018,3
535,FORMATS 2020 - 18th International Conference on Formal Modeling and Analysis of Timed Systems,2020,3
536,FSCD 2021 - 6th International Conference on Formal Structures for Computation and Deduction,2021,3
537,FVCA 2020 - 9th Conference on Finite Volumes for Complex Applications,2020,3
538,Forum Acusticum,2020,3
539,Forum Acusticum 2023 - 10th Convention of the European Acoustics Association,2023,3
540,GECCO '23: Genetic and Evolutionary Computation Conference,2023,3
541,GECCO 2020 - Genetic and Evolutionary Computation Conference,2020,3
542,GECCO 2021 - Genetic and Evolutionary Computation Conference,2021,3
543,GECCO 2022 - The Genetic and Evolutionary Computation Conference,2022,3
544,GECCO'20 - Genetic and Evolutionary Computation Conference,2020,3
545,GLOBECOM 2019 - IEEE Global Communications Conference,2019,3
546,GLOBECOM 2022 - IEEE Global Communications Conference,2022,3
547,GLOBECOM 2023 - IEEE Global Communications Conference,2023,3
548,GS21 - SIAM Conference on Mathematical and Computational Issues in the Geosciences,2021,3
