,Conference,Publication Date,Team Acronym,Publication Count
315,ICIP 2019 - IEEE International Conference on Image Processing,2019,LACODAM,1
316,ICIP 2019 - IEEE International Conference on Image Processing,2019,RAINBOW,1
317,ICML 2019 - 36th International Conference on Machine Learning,2019,Thoth,4
318,ICML 2019 - 36th International Conference on Machine Learning,2019,SELECT,1
319,ICML 2019 - 36th International Conference on Machine Learning,2019,ZENITH,1
320,ICML 2019 - 36th International Conference on Machine Learning,2019,DATASHAPE,1
321,ICML 2019 - 36th International Conference on Machine Learning,2019,SIERRA,1
322,ICML 2019 - 36th International Conference on Machine Learning,2019,EPIONE,1
323,ICML 2019 - 36th International Conference on Machine Learning,2019,GALEN-POST,1
324,ICML 2019 - 36th International Conference on Machine Learning,2019,CELESTE,1
325,ICML 2019 - 36th International Conference on Machine Learning,2019,POLARIS,1
326,ICML 2019 - 36th International Conference on Machine Learning,2019,MISTIS,1
327,ICML 2020 - 37th International Conference on Machine Learning,2020,POLARIS,3
328,ICML 2020 - 37th International Conference on Machine Learning,2020,PARIETAL,2
329,ICML 2020 - 37th International Conference on Machine Learning,2020,Thoth,2
330,ICML 2020 - 37th International Conference on Machine Learning,2020,LARSEN,1
331,ICML 2020 - 37th International Conference on Machine Learning,2020,CHROMA,1
332,ICML 2020 - 37th International Conference on Machine Learning,2020,XPOP,1
333,ICML 2020 - 37th International Conference on Machine Learning,2020,SIERRA,1
334,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,RAINBOW,7
335,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,WILLOW,1
336,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,AUCTUS,1
337,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,Hybrid,1
338,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,MIMETIC,1
339,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,LACODAM,1
340,ICRA 2021 - IEEE International Conference on Robotics and Automation,2021,PIXEL,1
341,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,SIERRA,2
342,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,PARIETAL,1
343,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,Flowers,1
344,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,ZENITH,1
345,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,DANTE,1
346,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,MAGNET,1
347,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,DATASHAPE,1
348,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,DYOGENE,1
349,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,WILLOW,1
350,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,NEO,1
351,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,LinkMedia,1
352,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,SIMSMART,1
353,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,CELESTE,1
354,NeurIPS 2021 - 35th Conference on Neural Information Processing Systems,2021,Thoth,1
355,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,2019,Empenn,7
356,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,2019,MISTIS,2
357,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,2019,Hybrid,1
358,OHBM 2019 - 25th Annual Meeting of the Organization for Human Brain Mapping,2019,ARAMIS,1
359,SoCG 2020 - 36th International Symposium on Computational Geometry,2020,DATASHAPE,7
360,SoCG 2020 - 36th International Symposium on Computational Geometry,2020,GAMBLE,2
361,SoCG 2020 - 36th International Symposium on Computational Geometry,2020,TITANE,1
362,SoCG 2020 - 36th International Symposium on Computational Geometry,2020,COATI,1
363,AlgoTel 2022 - 24èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2022,COATI,4
364,AlgoTel 2022 - 24èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2022,DELYS,2
365,AlgoTel 2022 - 24èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2022,DYOGENE,1
366,AlgoTel 2022 - 24èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2022,CIDRE,1
367,AlgoTel 2022 - 24èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2022,WIDE,1
368,CDC 2021 - 60th IEEE Conference on Decision and Control,2021,DANCE,6
369,CDC 2021 - 60th IEEE Conference on Decision and Control,2021,McTAO,3
370,CDC 2021 - 60th IEEE Conference on Decision and Control,2021,MAMBA,2
371,CDC 2021 - 60th IEEE Conference on Decision and Control,2021,BIOCORE,1
372,CRYPTO 2020 - 40th Annual International Cryptology Conference,2020,CASCADE,5
373,CRYPTO 2020 - 40th Annual International Cryptology Conference,2020,COSMIQ,3
374,CRYPTO 2020 - 40th Annual International Cryptology Conference,2020,CARAMBA,2
375,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,TITANE,2
376,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,WILLOW,2
377,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,Thoth,2
378,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,MORPHEO,2
379,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,STARS,1
380,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,Sirocco,1
381,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,MIMETIC,1
382,CVPR 2020 - IEEE Conference on Computer Vision and Pattern Recognition,2020,ELAN,1
383,ECC 2021 - European Control Conference,2021,DISCO,4
384,ECC 2021 - European Control Conference,2021,OURAGAN,2
385,ECC 2021 - European Control Conference,2021,McTAO,1
386,ECC 2021 - European Control Conference,2021,NEO,1
387,ECC 2021 - European Control Conference,2021,MAMBA,1
388,ECCV 2018 - European Conference on Computer Vision,2018,Thoth,4
389,ECCV 2018 - European Conference on Computer Vision,2018,MAGRIT,1
390,ECCV 2018 - European Conference on Computer Vision,2018,CHROMA,1
391,ECCV 2018 - European Conference on Computer Vision,2018,SEQUEL,1
392,ECCV 2018 - European Conference on Computer Vision,2018,WILLOW,1
393,ECCV 2018 - European Conference on Computer Vision,2018,GALEN-POST,1
394,ECCV 2018 - European Conference on Computer Vision,2018,MORPHEO,1
395,ECCV 2018 - European Conference on Computer Vision,2018,PERCEPTION,1
396,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,CQFD,2
397,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,ZENITH,1
398,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,STARS,1
399,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,MULTISPEECH,1
400,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,PANAMA,1
401,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,PERVASIVE,1
402,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,OPIS,1
403,EUSIPCO 2019 - 27th European Signal Processing Conference,2019,MISTIS,1
404,EUSIPCO 2019 - 27th European Signal Processing Conference,2020,GALEN-POST,1
405,FSPM 2020 - 9th International Conference on Functional-Structural Plant Models,2020,ZENITH,9
406,"ICARCV 2022 - 17th International Conference on Control, Automation, Robotics and Vision",2022,CHROMA,5
407,"ICARCV 2022 - 17th International Conference on Control, Automation, Robotics and Vision",2022,RAINBOW,2
408,"ICARCV 2022 - 17th International Conference on Control, Automation, Robotics and Vision",2022,ACENTAURI,1
409,"ICARCV 2022 - 17th International Conference on Control, Automation, Robotics and Vision",2022,ASTRA,1
410,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing",2022,MULTISPEECH,5
411,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing",2022,LinkMedia,2
412,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing",2022,DANTE,2
413,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing",2022,WIDE,1
414,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing",2022,ROBOTLEARN,1
415,ICFCA 2019 - 15th International Conference on Formal Concept Analysis,2019,ORPAILLEUR,7
416,ICFCA 2019 - 15th International Conference on Formal Concept Analysis,2019,Dyliss,1
417,ICFCA 2019 - 15th International Conference on Formal Concept Analysis,2019,GenScale,1
418,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,RAINBOW,5
419,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,DEFROST,1
420,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,WILLOW,1
421,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,LACODAM,1
422,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,TRIPOP,1
423,ICRA 2023 - IEEE International Conference on Robotics and Automation,2023,CHROMA,1
424,ICRA 2023 - IEEE International Conference on Robotics and Automation,2022,WILLOW,1
425,ICRA 2023 - IEEE International Conference on Robotics and Automation,2022,Thoth,1
426,INTERSPEECH 2021,2021,MULTISPEECH,8
427,INTERSPEECH 2021,2021,GeoStat,1
428,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,MIMESIS,2
429,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,RAINBOW,2
430,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,NEUROSYS,1
431,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,DEFROST,1
432,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,CHROMA,1
433,IROS 2018 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2018,PERCEPTION,1
434,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,CHROMA,3
435,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,RAINBOW,2
436,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,HEPHAISTOS,1
437,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,Thoth,1
438,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,WILLOW,1
439,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,PERVASIVE,1
440,IROS 2019 - IEEE/RSJ International Conference on Intelligent Robots and Systems,2019,CHORALE,1
441,NeurIPS 2021 - 35th International Conference on Neural Information Processing Systems,2021,POLARIS,4
442,NeurIPS 2021 - 35th International Conference on Neural Information Processing Systems,2021,Scool,3
443,NeurIPS 2021 - 35th International Conference on Neural Information Processing Systems,2021,Thoth,2
444,NeurIPS 2021 - 35th International Conference on Neural Information Processing Systems,2021,ROBOTLEARN,1
445,WCNC 2019 - IEEE Wireless Communications and Networking Conference,2019,FUN,2
446,WCNC 2019 - IEEE Wireless Communications and Networking Conference,2019,DYOGENE,2
447,WCNC 2019 - IEEE Wireless Communications and Networking Conference,2019,NEO,2
448,WCNC 2019 - IEEE Wireless Communications and Networking Conference,2019,MARACAS,2
449,WCNC 2019 - IEEE Wireless Communications and Networking Conference,2019,AGORA,1
450,23ème congrès annuel de la Société Française de Recherche Opérationnelle et d'Aide à la Décision,2022,DATAMOVE,3
451,23ème congrès annuel de la Société Française de Recherche Opérationnelle et d'Aide à la Décision,2022,TADAAM,1
452,23ème congrès annuel de la Société Française de Recherche Opérationnelle et d'Aide à la Décision,2022,GenScale,1
453,23ème congrès annuel de la Société Française de Recherche Opérationnelle et d'Aide à la Décision,2022,EDGE,1
454,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,SIERRA,2
455,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,ABS,1
456,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,MODAL,1
457,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,DATASHAPE,1
458,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,MAASAI,1
459,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,CELESTE,1
460,AISTATS 2022 - 25th International Conference on Artificial Intelligence and Statistics,2022,FAIRPLAY,1
461,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,DELYS,4
462,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,CIDRE,2
463,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,DIONYSOS,2
464,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,COATI,1
465,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,MIMOVE,1
466,ALGOTEL 2019 - 21èmes Rencontres Francophones sur les Aspects Algorithmiques des Télécommunications,2019,WIDE,1
467,CADE 2021 - 28th International Conference on Automated Deduction,2021,VERIDIS,6
468,CADE 2021 - 28th International Conference on Automated Deduction,2021,PESTO,1
469,CADE 2021 - 28th International Conference on Automated Deduction,2021,PARTOUT,1
470,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,FUN,2
471,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,AGORA,2
472,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,COATI,1
473,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,DIONYSOS,1
474,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,ARIC,1
475,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,AVALON,1
476,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,DANTE,1
477,"CORES 2022 – 7ème Rencontres Francophones sur la Conception de Protocoles, l’Évaluation de Performance et l’Expérimentation des Réseaux de Communication",2022,ERMINE,1
478,CVPR 2022 - IEEE/CVF Conference on Computer Vision and Pattern Recognition,2022,WILLOW,3
479,CVPR 2022 - IEEE/CVF Conference on Computer Vision and Pattern Recognition,2022,ROBOTLEARN,2
480,CVPR 2022 - IEEE/CVF Conference on Computer Vision and Pattern Recognition,2022,COMETE,1
481,CVPR 2022 - IEEE/CVF Conference on Computer Vision and Pattern Recognition,2022,PIXEL,1
